"","hosttype","hostname","hostorder","hostfamily","hostenv","location","lat","long","gmpdprotname","prev","numhosts","numsamples","ID","protname"
"1","carnivores","Acinonyx jubatus","Carnivora","Felidae","terrestrial","Maasai Mara Game Reserve, Serengueti, Kenya",-1.58,35.25,"Neospora caninum",0.6,NA,5,1,"Neospora caninum"
"2","ungulates","Aepyceros melampus","Artiodactyla","Bovidae","terrestrial","Kruger National Park, South Africa",-23.82,31.45,"Sarcocystis melampi",NA,3,3,2,"Sarcocystis melampi"
"3","ungulates","Alcelaphus buselaphus","Artiodactyla","Bovidae","terrestrial","National Park of Pendjari, Benin",11.23,1.53,"Trypanosoma brucei",0.2,20,20,3,"Trypanosoma brucei"
"4","ungulates","Alcelaphus buselaphus","Artiodactyla","Bovidae","terrestrial","National Park of Pendjari, Benin",11.23,1.53,"Trypanosoma brucei",0.04,22,NA,4,"Trypanosoma brucei"
"5","ungulates","Alcelaphus buselaphus","Artiodactyla","Bovidae","terrestrial","National Park of Pendjari, Benin",11.23,1.53,"Trypanosoma vivax",0.1,20,20,5,"Trypanosoma vivax"
"6","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Russian forests",NA,NA,"Cryptosporidium parvum",NA,NA,NA,6,"Cryptosporidium parvum"
"7","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Aust-Agder, Norway",58.67,8.08,"Cryptosporidium parvum",0.053,38,38,7,"Cryptosporidium parvum"
"8","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Hedmark, Norway",61.45,11.41,"Cryptosporidium parvum",0.024,82,82,8,"Cryptosporidium parvum"
"9","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Nordland County, NORWAY",66.92,14.74,"Cryptosporidium parvum",0.02,50,50,9,"Cryptosporidium parvum"
"10","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Sor-Trondelag, Noway",63.12,10.39,"Cryptosporidium parvum",0.05,60,60,10,"Cryptosporidium parvum"
"11","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Telemark, Norway",59.52,8.53,"Cryptosporidium parvum",0.043,47,47,11,"Cryptosporidium parvum"
"12","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Vest-Agder, Norway",58.48,7.18,"Cryptosporidium parvum",0.027,35,35,12,"Cryptosporidium parvum"
"13","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Vestfold, Norway",59.32,10.13,"Cryptosporidium parvum",0.061,49,49,13,"Cryptosporidium parvum"
"14","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Aust-Agder, Norway",58.67,8.08,"Giardia intestinalis",0.079,38,38,14,"Giardia intestinalis"
"15","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Hedmark, Norway",61.45,11.41,"Giardia intestinalis",0.122,82,82,15,"Giardia intestinalis"
"16","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Nordland County, NORWAY",66.92,14.74,"Giardia intestinalis",0.1,50,50,16,"Giardia intestinalis"
"17","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Oppland, Norway",61.41,9.35,"Giardia intestinalis",0.259,48,48,17,"Giardia intestinalis"
"18","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Sor-Trondelag, Noway",63.12,10.39,"Giardia intestinalis",0.133,60,60,18,"Giardia intestinalis"
"19","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Telemark, Norway",59.52,8.53,"Giardia intestinalis",0.085,47,47,19,"Giardia intestinalis"
"20","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Vestfold, Norway",59.32,10.13,"Giardia intestinalis",0.204,49,49,20,"Giardia intestinalis"
"21","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Southeastern Norway",60.47,8.47,"Sarcocystis alces",NA,34,34,21,"Sarcocystis alces"
"22","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Canada",56.13,-106.35,"Sarcocystis alceslatrans",NA,2,2,22,"Sarcocystis alceslatrans"
"23","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Canada",56.13,-106.35,"Sarcocystis ovalis",NA,2,2,23,"Sarcocystis ovalis"
"24","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Southeastern Norway",60.47,8.47,"Sarcocystis ovalis",NA,34,34,24,"Sarcocystis ovalis"
"25","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Southeastern Norway",60.47,8.47,"Sarcocystis scandinavica",NA,34,34,25,"Sarcocystis scandinavica"
"26","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Suscetna River Area, Alaska",61.8,-150.37,"Toxoplasma gondii",0.23,110,110,26,"Toxoplasma gondii"
"27","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Nova Scotia: Cumberland, Colchester, Pictou, Guysborough, and Antigonish counties",45.58,-62.65,"Toxoplasma gondii",0.15,125,125,27,"Toxoplasma gondii"
"28","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Eastern Norway, coast",64.45,14.05,"Toxoplasma gondii",0.14,278,278,28,"Toxoplasma gondii"
"29","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Eastern Norway, inland",64.45,14.05,"Toxoplasma gondii",0.103,1374,1374,29,"Toxoplasma gondii"
"30","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Mid-Norway (Sor-Trondelag, Nord-Trondelag, Nordland)",67.1,14.57,"Toxoplasma gondii",0.187,348,348,30,"Toxoplasma gondii"
"31","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Norway",60.47,8.47,"Toxoplasma gondii",0.137,868,868,31,"Toxoplasma gondii"
"32","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Norway",60.47,8.47,"Toxoplasma gondii",0.118,1117,1117,32,"Toxoplasma gondii"
"33","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Norway",60.47,8.47,"Toxoplasma gondii",0.126,2142,2142,33,"Toxoplasma gondii"
"34","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Norway",60.47,8.47,"Toxoplasma gondii",0.183,890,890,34,"Toxoplasma gondii"
"35","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Norway",60.47,8.47,"Toxoplasma gondii",0.121,578,578,35,"Toxoplasma gondii"
"36","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Southern Norway",60.47,8.47,"Toxoplasma gondii",0.172,116,116,36,"Toxoplasma gondii"
"37","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Western Norway",60.47,8.47,"Toxoplasma gondii",0.192,26,26,37,"Toxoplasma gondii"
"38","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Kenai Moose Research Center, Soldatna,  Alaska",60.49,151.06,"Trypanosoma cervi",1,1,1,38,"Trypanosoma cervi"
"39","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Kenai Moose Research Center, Soldatna,  Alaska",60.49,151.06,"Trypanosoma cervi",1,1,1,39,"Trypanosoma cervi"
"40","ungulates","Alces alces","Artiodactyla","Cervidae","terrestrial","Kenai Moose Research Center, Soldatna,  Alaska",60.49,151.06,"Trypanosoma cervi",1,1,1,40,"Trypanosoma cervi"
"41","primates","Alouatta belzebul","Primates","Atelidae","terrestrial","South America",NA,NA,"Plasmodium brasilianum",0.139,1428,1428,41,"Plasmodium brasilianum"
"42","primates","Alouatta belzebul","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Trypanosoma minasense",NA,NA,NA,42,"Trypanosoma minasense"
"43","primates","Alouatta belzebul","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Trypanosoma minasense",NA,NA,NA,43,"Trypanosoma minasense"
"44","primates","Alouatta belzebul","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Trypanosoma mycetae",NA,NA,NA,44,"Trypanosoma mycetae"
"45","primates","Alouatta belzebul","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Trypanosoma mycetae",NA,NA,NA,45,"Trypanosoma mycetae"
"46","primates","Alouatta belzebul","Primates","Atelidae","terrestrial","State of Para, Brazil",-1.998127,-54.93062,"Trypanosoma mycetae",0.059,34,34,46,"Trypanosoma mycetae"
"47","primates","Alouatta caraya","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Balantidium aragaoi",NA,NA,NA,47,"Balantidium aragaoi"
"48","primates","Alouatta caraya","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Giardia intestinalis",NA,NA,NA,48,"Giardia intestinalis"
"49","primates","Alouatta caraya","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Plasmodium brasilianum",NA,NA,NA,49,"Plasmodium brasilianum"
"50","primates","Alouatta caraya","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Retortamonas intestinalis",NA,NA,NA,50,"Retortamonas intestinalis"
"51","primates","Alouatta caraya","Primates","Atelidae","terrestrial","Argentina",-34,-64,"Trypanosoma cruzi",0.03,30,30,51,"Trypanosoma cruzi"
"52","primates","Alouatta caraya","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Trypanosoma cruzi",NA,NA,NA,52,"Trypanosoma cruzi"
"53","primates","Alouatta caraya","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Trypanosoma cruzi",1,1,1,53,"Trypanosoma cruzi"
"54","primates","Alouatta caraya","Primates","Atelidae","terrestrial","Argentina",-34,-64,"Trypanosoma forestali",NA,NA,NA,54,"Trypanosoma forestali"
"55","primates","Alouatta caraya","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Trypanosoma forestali",NA,NA,NA,55,"Trypanosoma forestali"
"56","primates","Alouatta caraya","Primates","Atelidae","terrestrial","Argentina",-34,-64,"Trypanosoma minasense",NA,NA,NA,56,"Trypanosoma minasense"
"57","primates","Alouatta caraya","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Trypanosoma minasense",NA,NA,NA,57,"Trypanosoma minasense"
"58","primates","Alouatta caraya","Primates","Atelidae","terrestrial","Argentina",-34,-64,"Trypanosoma mycetae",NA,NA,NA,58,"Trypanosoma mycetae"
"59","primates","Alouatta caraya","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Trypanosoma mycetae",NA,NA,NA,59,"Trypanosoma mycetae"
"60","primates","Alouatta guariba","Primates","Atelidae","terrestrial","Espirito Santo, Brazil",-20,-40.75,"Plasmodium brasilianum",0.87,8,8,60,"Plasmodium brasilianum"
"61","primates","Alouatta guariba","Primates","Atelidae","terrestrial","Rio Grande Do Sul, Brazil",-30.0346316,-51.2176986,"Plasmodium brasilianum",0.08,45,45,61,"Plasmodium brasilianum"
"62","primates","Alouatta guariba","Primates","Atelidae","terrestrial","Santa Catarina, Brazil",-27,-50,"Plasmodium brasilianum",0.18,65,65,62,"Plasmodium brasilianum"
"63","primates","Alouatta guariba","Primates","Atelidae","terrestrial","Sao Paulo",-22,-49,"Plasmodium brasilianum",0.34,328,328,63,"Plasmodium brasilianum"
"64","primates","Alouatta guariba","Primates","Atelidae","terrestrial","Sao Paulo",-22,-49,"Plasmodium brasilianum",NA,NA,NA,64,"Plasmodium brasilianum"
"65","primates","Alouatta guariba","Primates","Atelidae","terrestrial","South America",NA,NA,"Plasmodium brasilianum",NA,NA,NA,65,"Plasmodium brasilianum"
"66","primates","Alouatta guariba","Primates","Atelidae","terrestrial","Espirito Santo, Brazil",-20,-40.75,"Plasmodium simium",NA,NA,NA,66,"Plasmodium simium"
"67","primates","Alouatta guariba","Primates","Atelidae","terrestrial","Rio Grande Do Sul",-30.0346316,-51.2176986,"Plasmodium simium",NA,NA,NA,67,"Plasmodium simium"
"68","primates","Alouatta guariba","Primates","Atelidae","terrestrial","Rio Grande Do Sul, Brazil",-30.0346316,-51.2176986,"Plasmodium simium",0.13,45,45,68,"Plasmodium simium"
"69","primates","Alouatta guariba","Primates","Atelidae","terrestrial","Santa Catarina, Brazil",-27,-50,"Plasmodium simium",NA,NA,NA,69,"Plasmodium simium"
"70","primates","Alouatta guariba","Primates","Atelidae","terrestrial","Santa Catarina, Brazil",-27,-50,"Plasmodium simium",0.15,65,65,70,"Plasmodium simium"
"71","primates","Alouatta guariba","Primates","Atelidae","terrestrial","Sao Paulo",-22,-49,"Plasmodium simium",NA,NA,NA,71,"Plasmodium simium"
"72","primates","Alouatta guariba","Primates","Atelidae","terrestrial","Sao Paulo",-22,-49,"Plasmodium simium",0.29,328,328,72,"Plasmodium simium"
"73","primates","Alouatta guariba","Primates","Atelidae","terrestrial","Sao Paulo",-22,-49,"Plasmodium simium",NA,NA,NA,73,"Plasmodium simium"
"74","primates","Alouatta guariba","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Trypanosoma forestali",NA,NA,NA,74,"Trypanosoma forestali"
"75","primates","Alouatta guariba","Primates","Atelidae","terrestrial",NA,NA,NA,"Trypanosoma hippicum",NA,NA,NA,75,"Trypanosoma hippicum"
"76","primates","Alouatta guariba","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Trypanosoma minasense",NA,NA,NA,76,"Trypanosoma minasense"
"77","primates","Alouatta guariba","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Trypanosoma mycetae",NA,NA,NA,77,"Trypanosoma mycetae"
"78","primates","Alouatta guariba","Primates","Atelidae","terrestrial",NA,NA,NA,"Trypanosoma venezuelense",NA,NA,NA,78,"Trypanosoma venezuelense"
"79","primates","Alouatta palliata","Primates","Atelidae","terrestrial","Pochitocal, Mexico",18.25404,-92.20568,"Leishmania mexicana",0.053,19,19,79,"Leishmania mexicana"
"80","primates","Alouatta palliata","Primates","Atelidae","terrestrial","Panama",8.537981,-80.782127,"Plasmodium brasilianum",NA,NA,NA,80,"Plasmodium brasilianum"
"81","primates","Alouatta palliata","Primates","Atelidae","terrestrial","Panama",8.537981,-80.782127,"Plasmodium brasilianum",0.25,8,8,81,"Plasmodium brasilianum"
"82","primates","Alouatta palliata","Primates","Atelidae","terrestrial","Panama",8.537981,-80.782127,"Plasmodium brasilianum",0.01,66,66,82,"Plasmodium brasilianum"
"83","primates","Alouatta palliata","Primates","Atelidae","terrestrial","South America",NA,NA,"Plasmodium brasilianum",NA,NA,NA,83,"Plasmodium brasilianum"
"84","primates","Alouatta palliata","Primates","Atelidae","terrestrial",NA,NA,NA,"Plasmodium simium",NA,NA,NA,84,"Plasmodium simium"
"85","primates","Alouatta palliata","Primates","Atelidae","terrestrial","Pochitocal, Mexico",18.25404,-92.20568,"Trypanosoma cruzi",0.105,19,19,85,"Trypanosoma cruzi"
"86","primates","Alouatta palliata","Primates","Atelidae","terrestrial","Panama",8.537981,-80.782127,"Trypanosoma mycetae",0.01,117,117,86,"Trypanosoma mycetae"
"87","primates","Alouatta pigra","Primates","Atelidae","terrestrial","Biosfera Montes Azules, Chiapas, Mexico",16.13,-90.94,"Entamoeba coli",0.38,NA,151,87,"Entamoeba coli"
"88","primates","Alouatta pigra","Primates","Atelidae","terrestrial","Community Baboon Sanctuary, Belize",17.55577,-88.53498,"Giardia intestinalis",NA,NA,NA,88,"Giardia intestinalis"
"89","primates","Alouatta pigra","Primates","Atelidae","terrestrial","Carlos Green, Mexico",17.68724,-92.66097,"Leishmania mexicana",0.5,2,2,89,"Leishmania mexicana"
"90","primates","Alouatta pigra","Primates","Atelidae","terrestrial","Pochitocal, Mexico",18.25404,-92.20568,"Leishmania mexicana",0.667,6,6,90,"Leishmania mexicana"
"91","primates","Alouatta pigra","Primates","Atelidae","terrestrial","Tormento, Mexico",19.21345,-99.18466,"Leishmania mexicana",0.5,12,12,91,"Leishmania mexicana"
"92","primates","Alouatta pigra","Primates","Atelidae","terrestrial","Carlos Green, Mexico",17.68724,-92.66097,"Trypanosoma cruzi",0.5,2,2,92,"Trypanosoma cruzi"
"93","primates","Alouatta pigra","Primates","Atelidae","terrestrial","Pochitocal, Mexico",18.25404,-92.20568,"Trypanosoma cruzi",0.333,6,6,93,"Trypanosoma cruzi"
"94","primates","Alouatta pigra","Primates","Atelidae","terrestrial","Tormento, Mexico",19.21345,-99.18466,"Trypanosoma cruzi",0.167,12,12,94,"Trypanosoma cruzi"
"95","primates","Alouatta pigra","Primates","Atelidae","terrestrial","Panama",8.537981,-80.782127,"Trypanosoma minasense",NA,NA,NA,95,"Trypanosoma minasense"
"96","primates","Alouatta pigra","Primates","Atelidae","terrestrial","Panama",8.537981,-80.782127,"Trypanosoma mycetae",0.01,117,117,96,"Trypanosoma mycetae"
"97","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Tampobata Research Center",-12.7,-69.2,"Blastocystis hominis",0.063,16,16,97,"Blastocystis hominis"
"98","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Tampobata Research Center",-12.7,-69.2,"Chilomastix mesnili",0.063,16,16,98,"Chilomastix mesnili"
"99","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Tampobata Research Center",-12.7,-69.2,"Iodamoeba butschlii",0.063,16,16,99,"Iodamoeba butschlii"
"100","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Amazonas",-3.42,-65.86,"Plasmodium brasilianum",0.13,29,29,100,"Plasmodium brasilianum"
"101","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Balbina, Brazil",-1.91,-59.46,"Plasmodium brasilianum",0.32,31,31,101,"Plasmodium brasilianum"
"102","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Plasmodium brasilianum",0.11,18,18,102,"Plasmodium brasilianum"
"103","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Petit Saut",4.91,-53.08,"Plasmodium brasilianum",0.184,122,114,103,"Plasmodium brasilianum"
"104","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Roraima",1,-61,"Plasmodium brasilianum",1,1,1,104,"Plasmodium brasilianum"
"105","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Sinnamary region",5.38,-52.95,"Plasmodium brasilianum",0.068,117,117,105,"Plasmodium brasilianum"
"106","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","South America",NA,NA,"Plasmodium brasilianum",NA,NA,NA,106,"Plasmodium brasilianum"
"107","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","South America",NA,NA,"Plasmodium brasilianum",0.21,93,93,107,"Plasmodium brasilianum"
"108","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Sinnamary region",5.38,-52.95,"Plasmodium falciparum",0.716,81,81,108,"Plasmodium falciparum"
"109","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Roraima",1,-61,"Plasmodium simium",1,1,1,109,"Plasmodium simium"
"110","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Sinnamary region",5.38,-52.95,"Plasmodium vivax",0.272,81,81,110,"Plasmodium vivax"
"111","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Sinnamary region",5.38,-52.95,"Plasmodium vivax",0.025,81,81,111,"Plasmodium vivax"
"112","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Sinnamary region",5.38,-52.95,"Plasmodium vivax",0.136,81,81,112,"Plasmodium vivax"
"113","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","French Guiana",3.933889,-53.125782,"Toxoplasma gondii",0.04,50,50,113,"Toxoplasma gondii"
"114","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Petit Saut",4.91,-53.08,"Toxoplasma gondii",0.04,122,50,114,"Toxoplasma gondii"
"115","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Venezuela",8,-66,"Trypanosoma cruzi",NA,NA,NA,115,"Trypanosoma cruzi"
"116","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Venezuela",8,-66,"Trypanosoma cruzi",NA,NA,NA,116,"Trypanosoma cruzi"
"117","primates","Alouatta seniculus","Primates","Atelidae","terrestrial",NA,NA,NA,"Trypanosoma hippicum",NA,NA,NA,117,"Trypanosoma hippicum"
"118","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Trypanosoma lambrechti",NA,NA,NA,118,"Trypanosoma lambrechti"
"119","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Trypanosoma lambrechti",NA,NA,NA,119,"Trypanosoma lambrechti"
"120","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Trypanosoma lambrechti",NA,NA,NA,120,"Trypanosoma lambrechti"
"121","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","Brazil",-10,-55,"Trypanosoma minasense",NA,NA,NA,121,"Trypanosoma minasense"
"122","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","French Guiana",3.933889,-53.125782,"Trypanosoma minasense",NA,NA,NA,122,"Trypanosoma minasense"
"123","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","French Guiana",3.933889,-53.125782,"Trypanosoma mycetae",NA,NA,NA,123,"Trypanosoma mycetae"
"124","primates","Alouatta seniculus","Primates","Atelidae","terrestrial","French Guiana",3.933889,-53.125782,"Trypanosoma mycetae",NA,NA,NA,124,"Trypanosoma mycetae"
"125","primates","Alouatta seniculus","Primates","Atelidae","terrestrial",NA,NA,NA,"Trypanosoma venezuelense",NA,NA,NA,125,"Trypanosoma venezuelense"
"126","ungulates","Ammotragus lervia","Artiodactyla","Bovidae","terrestrial","Spain",40.46,-3.75,"Neospora caninum",7.7,13,13,126,"Neospora caninum"
"127","ungulates","Antidorcas marsupialis","Artiodactyla","Bovidae","terrestrial","Okandukaseibe, Namibia (NW of Windhoek)",-22.56,17.07,"Sarcocystis gazellae",1,1,1,127,"Sarcocystis gazellae"
"128","ungulates","Antidorcas marsupialis","Artiodactyla","Bovidae","terrestrial","Okandukaseibe, Namibia (NW of Windhoek)",-22.56,17.07,"Sarcocystis woodhousei",1,1,1,128,"Sarcocystis woodhousei"
"129","ungulates","Antilocapra americana","Artiodactyla","Antilocapridae","terrestrial","Kansas, USA",39.01,-98.48,"Toxoplasma gondii",0.04,63,63,129,"Toxoplasma gondii"
"130","primates","Aotus azarae","Primates","Aotidae","terrestrial","Samuel",-8.16,-62.43,"Trypanosoma cruzi",0.1,20,20,130,"Trypanosoma cruzi"
"131","primates","Aotus azarae","Primates","Aotidae","terrestrial","Samuel",-8.16,-62.43,"Trypanosoma minasense",0.05,20,20,131,"Trypanosoma minasense"
"132","primates","Aotus trivirgatus","Primates","Aotidae","terrestrial","Columbia",4,-72,"Trypanosoma minasense",NA,NA,NA,132,"Trypanosoma minasense"
"133","primates","Aotus trivirgatus","Primates","Aotidae","terrestrial","Panama",8.537981,-80.782127,"Trypanosoma minasense",NA,NA,NA,133,"Trypanosoma minasense"
"134","primates","Aotus trivirgatus","Primates","Aotidae","terrestrial","Peru",-10,-76,"Trypanosoma minasense",0.2,10,10,134,"Trypanosoma minasense"
"135","primates","Aotus vociferans","Primates","Aotidae","terrestrial","Tampobata Research Center",-12.7,-69.2,"Iodamoeba butschlii",0.4,5,5,135,"Iodamoeba butschlii"
"136","primates","Aotus vociferans","Primates","Aotidae","terrestrial","Peru",-10,-76,"Plasmodium brasilianum",NA,1,1,136,"Plasmodium brasilianum"
"137","primates","Arctocebus calabarensis","Primates","Lorisidae","terrestrial","Bipindi",3.08,10.41,"Trypanosoma brucei",0.333,3,3,137,"Trypanosoma brucei"
"138","primates","Arctocebus calabarensis","Primates","Lorisidae","terrestrial","Bipindi",3.08,10.41,"Trypanosoma congolense",0.333,3,3,138,"Trypanosoma congolense"
"139","primates","Ateles belzebuth","Primates","Atelidae","terrestrial","Columbia",4,-72,"Trypanosoma cruzi",NA,NA,NA,139,"Trypanosoma cruzi"
"140","primates","Ateles belzebuth","Primates","Atelidae","terrestrial","Columbia",4,-72,"Trypanosoma cruzi",NA,NA,NA,140,"Trypanosoma cruzi"
"141","primates","Ateles chamek","Primates","Atelidae","terrestrial","Tampobata Research Center",-12.7,-69.2,"Blastocystis hominis",0.09,11,11,141,"Blastocystis hominis"
"142","primates","Ateles chamek","Primates","Atelidae","terrestrial","Tampobata Research Center",-12.7,-69.2,"Chilomastix mesnili",0.09,11,11,142,"Chilomastix mesnili"
"143","primates","Ateles chamek","Primates","Atelidae","terrestrial","Tampobata Research Center",-12.7,-69.2,"Iodamoeba butschlii",0.182,11,11,143,"Iodamoeba butschlii"
"144","primates","Ateles fusciceps","Primates","Atelidae","terrestrial","Panama",8.537981,-80.782127,"Plasmodium brasilianum",NA,NA,NA,144,"Plasmodium brasilianum"
"145","primates","Ateles fusciceps","Primates","Atelidae","terrestrial","Panama",8.537981,-80.782127,"Trypanosoma cruzi",0.01,87,87,145,"Trypanosoma cruzi"
"146","primates","Ateles fusciceps","Primates","Atelidae","terrestrial","Panama",8.537981,-80.782127,"Trypanosoma minasense",0.02,87,87,146,"Trypanosoma minasense"
"147","primates","Ateles geoffroyi","Primates","Atelidae","terrestrial","Panama",8.537981,-80.782127,"Plasmodium brasilianum",NA,NA,NA,147,"Plasmodium brasilianum"
"148","primates","Ateles geoffroyi","Primates","Atelidae","terrestrial","South America",NA,NA,"Plasmodium brasilianum",NA,NA,NA,148,"Plasmodium brasilianum"
"149","primates","Ateles geoffroyi","Primates","Atelidae","terrestrial","Columbia",4,-72,"Trypanosoma cruzi",NA,NA,NA,149,"Trypanosoma cruzi"
"150","primates","Ateles geoffroyi","Primates","Atelidae","terrestrial","Columbia",4,-72,"Trypanosoma cruzi",NA,NA,NA,150,"Trypanosoma cruzi"
"151","primates","Ateles geoffroyi","Primates","Atelidae","terrestrial","Columbia",4,-72,"Trypanosoma minasense",NA,NA,NA,151,"Trypanosoma minasense"
"152","primates","Ateles geoffroyi","Primates","Atelidae","terrestrial","Panama",8.537981,-80.782127,"Trypanosoma minasense",NA,NA,NA,152,"Trypanosoma minasense"
"153","primates","Ateles paniscus","Primates","Atelidae","terrestrial","Noel Kampff Mercado",-13.6,-60.9,"Balantidium coli",NA,1,1,153,"Balantidium coli"
"154","primates","Ateles paniscus","Primates","Atelidae","terrestrial","Amazonas",-3.42,-65.86,"Plasmodium brasilianum",0.33,3,3,154,"Plasmodium brasilianum"
"155","primates","Ateles paniscus","Primates","Atelidae","terrestrial","Amazonas",-3.42,-65.86,"Plasmodium brasilianum",0.25,32,32,155,"Plasmodium brasilianum"
"156","primates","Ateles paniscus","Primates","Atelidae","terrestrial","Balbina, Brazil",-1.91,-59.46,"Plasmodium brasilianum",0.5,2,2,156,"Plasmodium brasilianum"
"157","primates","Ateles paniscus","Primates","Atelidae","terrestrial","Columbia",4,-72,"Plasmodium brasilianum",NA,NA,NA,157,"Plasmodium brasilianum"
"158","primates","Ateles paniscus","Primates","Atelidae","terrestrial","Samuel",-8.16,-62.43,"Plasmodium brasilianum",0.286,7,7,158,"Plasmodium brasilianum"
"159","primates","Ateles paniscus","Primates","Atelidae","terrestrial","Samuel",-8.16,-62.43,"Plasmodium brasilianum",0.28,7,7,159,"Plasmodium brasilianum"
"160","primates","Ateles paniscus","Primates","Atelidae","terrestrial","South America",NA,NA,"Plasmodium brasilianum",NA,NA,NA,160,"Plasmodium brasilianum"
"161","primates","Ateles paniscus","Primates","Atelidae","terrestrial","South America",NA,NA,"Plasmodium brasilianum",0.21,101,101,161,"Plasmodium brasilianum"
"162","primates","Ateles paniscus","Primates","Atelidae","terrestrial","French Guiana",3.933889,-53.125782,"Trypanosoma advieri",NA,NA,NA,162,"Trypanosoma advieri"
"163","primates","Ateles paniscus","Primates","Atelidae","terrestrial","Peru",-10,-76,"Trypanosoma cruzi",NA,NA,NA,163,"Trypanosoma cruzi"
"164","primates","Ateles paniscus","Primates","Atelidae","terrestrial","French Guiana",3.933889,-53.125782,"Trypanosoma lesourdi",NA,NA,NA,164,"Trypanosoma lesourdi"
