"","ID","protname","hostname","zscore","cscore","tm_close","tm_nonclose","tm_vector","tm_intermediate","parphylum","parclass","parorder","parfamily","hosttype","hostorder","hostfamily","hostenv","lat","long","location","numhosts","numsamples","prev"
"1237",1287,"Eimeria furonis","Mustela nigripes",-1,3,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae","carnivores","Carnivora","Mustelidae","terrestrial",44.16,-108.87,"Meeteetse, Wyoming",6,6,NA
"1238",1288,"Eimeria furonis","Mustela nigripes",-1,3,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae","carnivores","Carnivora","Mustelidae","terrestrial",44.16,-108.87,"Meeteetse, Wyoming",1,1,NA
"1239",1289,"Eimeria furonis","Mustela nigripes",-1,3,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae","carnivores","Carnivora","Mustelidae","terrestrial",44.16,-108.87,"Meeteetse, Wyoming",3,3,NA
"1240",1290,"Eimeria furonis","Mustela nigripes",-1,3,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae","carnivores","Carnivora","Mustelidae","terrestrial",44.16,-108.87,"Meeteetse, Wyoming",2,2,NA
"1241",1291,"Eimeria furonis","Mustela nigripes",-1,3,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae","carnivores","Carnivora","Mustelidae","terrestrial",44.16,-108.87,"Meeteetse, Wyoming",3,3,NA
"1242",1292,"Eimeria ictidea","Mustela nigripes",-1,3,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae","carnivores","Carnivora","Mustelidae","terrestrial",44.16,-108.87,"Meeteetse, Wyoming",3,3,NA
"1243",1293,"Eimeria ictidea","Mustela nigripes",-1,3,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae","carnivores","Carnivora","Mustelidae","terrestrial",44.16,-108.87,"Meeteetse, Wyoming",3,3,NA
"1244",1294,"Eimeria ictidea","Mustela nigripes",-1,3,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae","carnivores","Carnivora","Mustelidae","terrestrial",44.16,-108.87,"Meeteetse, Wyoming",6,6,NA
"1245",1295,"Eimeria ictidea","Mustela nigripes",-1,3,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae","carnivores","Carnivora","Mustelidae","terrestrial",44.16,-108.87,"Meeteetse, Wyoming",1,1,NA
"1246",1296,"Eimeria ictidea","Mustela nigripes",-1,3,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae","carnivores","Carnivora","Mustelidae","terrestrial",44.16,-108.87,"Meeteetse, Wyoming",2,2,NA
"1247",1297,"Eimeria ictidea","Mustela nigripes",-1,3,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae","carnivores","Carnivora","Mustelidae","terrestrial",44.16,-108.87,"Meeteetse, Wyoming",1,1,NA
"1248",1298,"Eimeria ictidea","Mustela nigripes",-1,3,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae","carnivores","Carnivora","Mustelidae","terrestrial",44.16,-108.87,"Meeteetse, Wyoming",2,2,NA
"1249",1299,"Giardia intestinalis","Mustela nigripes",0,1,1,1,0,0,"Sarcomastigophora","Zoomastigophora","Diplomonadida","Hexamitidae","carnivores","Carnivora","Mustelidae","terrestrial",44.16,-108.87,"Meeteetse, Wyoming",1,1,1
"1250",1300,"Neospora caninum","Mustela putorius",-1,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","terrestrial",42.6,-5.57,"Cantabric coast, Castilla y Leon, Aragon, Central Spain, Valencia, and Seville-Huelva, SPAIN",2,2,0.5
"1251",1301,"Toxoplasma gondii","Mustela putorius",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","terrestrial",40.23,-3.65,"Cantabric Coastal region and central Spain, SPAIN",4,4,1
"1252",1302,"Toxoplasma gondii","Mustela putorius",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","terrestrial",43.2,-4.03,"Cantabric Coastal region, SPAIN",1,1,1
"1253",1303,"Hepatozoon procyonis","Nasua nasua",-1,3,0,0,1,1,"Apicomplexa","Coccidia","Eucoccidiorida","Hepatozoidae","carnivores","Carnivora","Procyonidae","terrestrial",-14.24,-51.93,"Brazil",20,20,0.1
"1254",1304,"Trypanosoma cruzi","Nasua nasua",3,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Procyonidae","terrestrial",-19.03,-56.15,"Pantanal",88,88,0.659
"1255",1305,"Trypanosoma cruzi","Nasua nasua",3,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Procyonidae","terrestrial",-19.03,-56.15,"Pantanal",58,58,0.517
"1256",1306,"Trypanosoma cruzi","Nasua nasua",3,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Procyonidae","terrestrial",-19.03,-56.15,"Pantanal",65,65,0.692
"1257",1307,"Trypanosoma cruzi","Nasua nasua",3,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Procyonidae","terrestrial",-19.03,-56.15,"Pantanal",6,6,0.667
"1258",1308,"Trypanosoma cruzi","Nasua nasua",3,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Procyonidae","terrestrial",-19.03,-56.15,"Pantanal",123,123,0.61
"1259",1309,"Trypanosoma cruzi","Nasua nasua",3,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Procyonidae","terrestrial",-19.03,-56.15,"Pantanal",49,49,0.816
"1260",1310,"Trypanosoma cruzi","Nasua nasua",3,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Procyonidae","terrestrial",-19.03,-56.15,"Pantanal",10,10,0.7
"1261",1311,"Trypanosoma cruzi","Nasua nasua",3,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Procyonidae","terrestrial",-19.03,-56.15,"Pantanal",23,23,0.783
"1262",1312,"Trypanosoma cruzi","Nasua nasua",3,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Procyonidae","terrestrial",-19.03,-56.15,"Pantanal",16,16,0.313
"1263",1313,"Trypanosoma cruzi","Nasua nasua",3,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Procyonidae","terrestrial",-19.03,-56.15,"Pantanal",8,8,0.625
"1264",1314,"Trypanosoma cruzi","Nasua nasua",3,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Procyonidae","terrestrial",-19.03,-56.15,"Pantanal",2,2,0.5
"1265",1315,"Trypanosoma cruzi","Nasua nasua",3,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Procyonidae","terrestrial",-19.03,-56.15,"Pantanal",19,19,0.105
"1266",1316,"Trypanosoma cruzi","Nasua nasua",3,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Procyonidae","terrestrial",-19.03,-56.15,"Pantanal",17,17,0.824
"1267",1317,"Trypanosoma cruzi","Nasua nasua",3,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Procyonidae","terrestrial",-19.03,-56.15,"Pantanal",27,27,0.778
"1268",1318,"Trypanosoma cruzi","Nasua nasua",3,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Procyonidae","terrestrial",-19.03,-56.15,"Pantanal",35,35,0.2
"1269",1319,"Trypanosoma cruzi","Nasua nasua",3,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Procyonidae","terrestrial",-19.03,-56.15,"Pantanal",12,12,0.667
"1270",1320,"Trypanosoma cruzi","Nasua nasua",3,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Procyonidae","terrestrial",-19.03,-56.15,"Pantanal",35,35,0.743
"1271",1321,"Trypanosoma cruzi","Nasua nasua",3,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Procyonidae","terrestrial",-19.03,-56.15,"Pantanal",39,39,0.462
"1272",1322,"Trypanosoma evansi","Nasua nasua",-1,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Procyonidae","terrestrial",-11.82,-55.52,"Pantanal of Mato Grosso, Nhecolandia Region, Brazil",3,3,1
"1273",1323,"Toxoplasma gondii","Neovison vison",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","terrestrial",52.99,-6.37,"County Wicklow, Ireland",5,5,0.6
"1274",1324,"Toxoplasma gondii","Neovison vison",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","terrestrial",52.99,-6.37,"County Wicklow, Ireland",3,3,1
"1275",1325,"Toxoplasma gondii","Neovison vison",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","terrestrial",37.15,-93.35,"western Missouri and east central Kansas",29,29,0.66
"1276",1326,"Cryptosporidium parvum","Nyctereutes procyonoides",0,1,1,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Cryptosporidiidae","carnivores","Carnivora","Canidae","terrestrial",34.62,135.51,"Osaka, Japan",1,1,1
"1277",1327,"Eimeria pachylepyron","Nycticebus coucang",-1,3,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae","primates","Primates","Loridae","terrestrial",2.5,112.5,"Malaysia",8,8,0.375
"1278",1328,"Neospora caninum","Odobenus rosmarus",-1,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Odobenidae","marine",65.89,-168.39,"coastal waters of Southeast Alaska to the Bering Strait",53,53,0.057
"1279",1329,"Toxoplasma gondii","Odobenus rosmarus",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Odobenidae","marine",65.89,-168.39,"coastal waters of Southeast Alaska to the Bering Strait",53,53,0.057
"1280",1330,"Toxoplasma gondii","Odobenus rosmarus",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Odobenidae","marine",78,16,"Svalbard, Norway",17,17,0.06
"1281",1331,"Neospora caninum","Odocoileus hemionus",-1,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",47.75,-120.74,"Washington State, USA",42,42,0.17
"1282",1332,"Neospora caninum","Odocoileus hemionus",-1,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",47.75,-120.74,"Washington State, USA",43,43,0.186
"1283",1333,"Sarcocystis americana","Odocoileus hemionus",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",45.64,-109.75,"ranch in Greycliff, Montana about 100 km east of Bozeman",6,4,0.75
"1284",1334,"Sarcocystis americana","Odocoileus hemionus",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",45.64,-109.75,"ranch in Greycliff, Montana about 100 km east of Bozeman",6,6,0.66
"1285",1335,"Sarcocystis americana","Odocoileus hemionus",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",45.64,-109.75,"ranch in Greycliff, Montana about 100 km east of Bozeman",6,2,0.5
"1286",1336,"Sarcocystis americana","Odocoileus hemionus",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",45.64,-109.75,"ranch in Greycliff, Montana about 100 km east of Bozeman",6,3,1
"1287",1337,"Sarcocystis americana","Odocoileus hemionus",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",45.64,-109.75,"ranch in Greycliff, Montana about 100 km east of Bozeman",6,3,0.33
"1288",1338,"Sarcocystis hemioni","Odocoileus hemionus",-1,3,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",45.64,-109.75,"ranch in Greycliff, Montana about 100 km east of Bozeman",6,3,1
"1289",1339,"Sarcocystis hemioni","Odocoileus hemionus",-1,3,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",45.64,-109.75,"ranch in Greycliff, Montana about 100 km east of Bozeman",6,3,1
"1290",1340,"Sarcocystis hemioni","Odocoileus hemionus",-1,3,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",45.64,-109.75,"ranch in Greycliff, Montana about 100 km east of Bozeman",6,6,1
"1291",1341,"Sarcocystis hemioni","Odocoileus hemionus",-1,3,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",45.64,-109.75,"ranch in Greycliff, Montana about 100 km east of Bozeman",6,4,1
"1292",1342,"Sarcocystis hemioni","Odocoileus hemionus",-1,3,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",45.64,-109.75,"ranch in Greycliff, Montana about 100 km east of Bozeman",6,2,1
"1293",1343,"Sarcocystis hemionilatrantis","Odocoileus hemionus",-1,3,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",47.33,-114.22,"National Bison Range, Moiese, Montana",9,9,1
"1294",1344,"Sarcocystis hemionilatrantis","Odocoileus hemionus",-1,3,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",45.64,-109.75,"ranch in Greycliff, Montana about 100 km east of Bozeman",6,3,1
"1295",1345,"Sarcocystis hemionilatrantis","Odocoileus hemionus",-1,3,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",45.64,-109.75,"ranch in Greycliff, Montana about 100 km east of Bozeman",6,6,1
"1296",1346,"Sarcocystis hemionilatrantis","Odocoileus hemionus",-1,3,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",45.64,-109.75,"ranch in Greycliff, Montana about 100 km east of Bozeman",6,4,1
"1297",1347,"Sarcocystis hemionilatrantis","Odocoileus hemionus",-1,3,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",45.64,-109.75,"ranch in Greycliff, Montana about 100 km east of Bozeman",6,3,1
"1298",1348,"Sarcocystis hemionilatrantis","Odocoileus hemionus",-1,3,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",45.64,-109.75,"ranch in Greycliff, Montana about 100 km east of Bozeman",6,2,1
"1299",1349,"Sarcocystis youngi","Odocoileus hemionus",-1,3,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",45.64,-109.75,"ranch in Greycliff, Montana about 100 km east of Bozeman",6,3,0.33
"1300",1350,"Sarcocystis youngi","Odocoileus hemionus",-1,3,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",45.64,-109.75,"ranch in Greycliff, Montana about 100 km east of Bozeman",6,6,0.16
"1301",1351,"Sarcocystis youngi","Odocoileus hemionus",-1,3,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",45.64,-109.75,"ranch in Greycliff, Montana about 100 km east of Bozeman",6,4,0.25
"1302",1352,"Theileria cervi","Odocoileus hemionus",-1,1,0,0,1,0,"Apicomplexa","Aconoidasida","Piroplasmida","Theileriidae","ungulates","Artiodactyla","Odobenidae","terrestrial",31.35,-104.9,"Sierra Diablo wildlife management area, Culbertson county, Texas",16,16,0.25
"1303",1353,"Toxoplasma gondii","Odocoileus hemionus",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",36.78,-119.42,"California: coastal ranges, southern California, northern Sierra, central Sierra",276,276,0.07
"1304",1354,"Toxoplasma gondii","Odocoileus hemionus",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",47.75,-120.74,"Washington State, USA",43,43,0.33
"1305",1355,"Toxoplasma gondii","Odocoileus hemionus",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",41.25,-103.08,"Cheyenne, Nebraska",42,42,0.286
"1306",1356,"Toxoplasma gondii","Odocoileus hemionus",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",41.2,-103.72,"Kimball, Nebraska",46,46,0.413
"1307",1357,"Babesia bigemina","Odocoileus virginianus",-1,1,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",25.59,-100,"Two ranches in Northern Mexico (states of Nuevo Leon and Tamulipas)",20,20,0.55
"1308",1358,"Babesia bovis","Odocoileus virginianus",-1,1,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",25.59,-100,"Two ranches in Northern Mexico (states of Nuevo Leon and Tamulipas)",20,20,0.55
"1309",1359,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",31.94,-95.89,"Gus Engeling Wildlife Management Area, Anderson County, Texas",1,1,1
"1310",1360,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",31.94,-95.89,"Gus Engeling Wildlife Management Area, Anderson County, Texas",1,1,1
"1311",1361,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",36.62,-76.47,"Great Dismal Swamp, Virgina, USA",6,6,0.33
"1312",1362,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",36.62,-76.47,"Great Dismal Swamp, Virgina, USA",6,4,0.5
"1313",1363,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",36.62,-76.47,"Great Dismal Swamp, Virgina, USA",6,2,1
"1314",1364,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",28.88,-82.52,"Citrus county, Florida",NA,1,1
"1315",1365,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",28.88,-82.52,"Citrus county, Florida",NA,1,1
"1316",1366,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",28.88,-82.52,"Citrus county, Florida",NA,1,1
"1317",1367,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",36.14,-98.59,"Oklahoma Central Great Plains: Canton Wildlife Management Area, Great Salt Plains National Wildlife",38,38,0.52
"1318",1368,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",36.51,-94.61,"Oklahoma Cherokee Prairie: Cherokee Wildlife Management Area, Gruber Wildlife Management Area, Hulah",21,21,0.8
"1319",1369,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",34.15,-94.81,"Oklahoma Gulf Slope: McCurtain County",2,2,1
"1320",1370,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",34.5,-94.5,"Oklahoma Ozark, Boston, Ouachita Mountains: Cookson Hills Wildlife Management Area, Spavinaw Wildlif",26,26,0.76
"1321",1371,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",34.53,-96.01,"Oklahoma Southwestern Prairie: Atoka Wildlife Management Area, Pushmataha Wildlife Management Area,",37,37,0.83
"1322",1372,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",31,-101,"Texas Edwards Plateau: Robert Kerr Wildlife Management Area, Comal County, Uvalde County, Val Verde",92,92,0.04
"1323",1373,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",28.1,-97.42,"Texas Gulf Coast: Welder Wildlife Refuge, Matagorda Island Wildlife Management Area",90,90,0.51
"1324",1374,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",32.55,-94.32,"Texas Gulf Slope: Moore Plantation Wildlife Management Area, Harrison County, Panola County, Polk Co",106,106,0.83
"1325",1375,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",28.33,-99.41,"Texas Rio Grande Plain: Chapparral Wildlife Management Area, James Daughtrey Wildlife Management Are",198,198,0.02
"1326",1376,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",32.92,-96.43,"Texas Southwestern prairie: Caddo Wildlife Management Area, Gus Engeling Wildlife Management Area, P",95,95,0.56
"1327",1377,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",31.97,-99.9,"Texas, USA",157,157,0.03
"1328",1378,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",31.07,-95.14,"Brushy Creek Experimental Ranch, Trinity County, Texas",57,57,0.56
"1329",1379,"Babesia odocoilei","Odocoileus virginianus",-1,2,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",31.07,-95.14,"Brushy Creek Experimental Ranch, Trinity County, Texas",57,57,0.56
"1330",1380,"Cryptosporidium parvum","Odocoileus virginianus",0,1,1,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Cryptosporidiidae","ungulates","Artiodactyla","Odobenidae","terrestrial",43.3,-74.22,"New York State",91,91,0.1
"1331",1381,"Eimeria madisonensis","Odocoileus virginianus",-1,3,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae","ungulates","Artiodactyla","Odobenidae","terrestrial",27.66,-81.52,"Big Cypress National Preserve, Collier County, southern Florida",110,110,0.01
"1332",1382,"Eimeria mccordocki","Odocoileus virginianus",-1,3,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae","ungulates","Artiodactyla","Odobenidae","terrestrial",27.66,-81.52,"Big Cypress National Preserve, Collier County, southern Florida",110,110,0.04
"1333",1383,"Eimeria odocoilei","Odocoileus virginianus",-1,3,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae","ungulates","Artiodactyla","Odobenidae","terrestrial",27.66,-81.52,"Big Cypress National Preserve, Collier County, southern Florida",110,110,0.00909
"1334",1384,"Neospora caninum","Odocoileus virginianus",-1,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",43.27,-89.72,"Sauk City, Wisconsin",147,147,0.2
"1335",1385,"Neospora caninum","Odocoileus virginianus",-1,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",37.9,-90.2,"Ste. Genevieve County, Missouri",23,23,0.48
"1336",1386,"Neospora caninum","Odocoileus virginianus",-1,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",41.19,-88.68,"northeastern Illinois- 16 different preserves",400,400,0.4
"1337",1387,"Neospora caninum","Odocoileus virginianus",-1,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Artiodactyla","Odobenidae","terrestrial",32.32,-86.9,"Alabama, USA",10,10,0.5
