"","protname","normalised.degree","betweenness","weighted.betweenness","closeness","weighted.closeness","types","deg","bet","clos","eig"
"22","Chilomastix mesnili",0.0653061224489796,0.0223262145915795,0.0334368289697385,0.00684341734693494,0.00327839353671754,"FALSE",32,6163.97443391579,0,0.557173128334669
"23","Cryptosporidium parvum",0.0693877551020408,0.0249006363658472,0.00140062381300344,0.00644860480768869,0.00340173658590815,"FALSE",34,6147.65049797298,0,0.263334079988754
"24","Cycloposthium bipalmatum",0.00408163265306122,0,0,0.00569658092341013,0.00186092405258931,"FALSE",2,0,0,0.0124926003088604
"25","Cycloposthium corrugatum",0.00408163265306122,0,0,0.00569658092341013,0.00186092405258931,"FALSE",2,0,0,0.0124926003088604
"26","Cycloposthium dentiferum",0.00408163265306122,0,0,0.00569658092341013,0.00186092405258931,"FALSE",2,0,0,0.0124926003088604
"27","Cycloposthium edentatum",0.00408163265306122,0,0,0.00569658092341013,0.00186092405258931,"FALSE",2,0,0,0.0124926003088604
"28","Cycloposthium scutigerum",0.0122448979591837,0,0,0.00569658092341013,0.00186092405258931,"FALSE",6,1682,0,0.0127060051756828
"29","Cyclospora cayetanensis",0.00408163265306122,0,0,0.00327036386675641,0.00136357610895696,"FALSE",2,0,0,0.000508274765609893
"30","Cyclospora cercopitheci",0.00408163265306122,0,0,0.00452154360422487,0.00170245988656561,"FALSE",2,0,0,0.019520621353253
"31","Cyclospora colobi",0.00408163265306122,0,0,0.00446514181290398,0.00168528539781223,"FALSE",2,0,0,0.0353803483234484
"32","Cyclospora papionis",0.00816326530612245,0,0,0.00490695584491763,0.00229339938367571,"FALSE",4,2.35734994120179,0,0.0831907138830786
"33","Cystoisospora belli",0.00408163265306122,0,0,0.00430533673749478,0.00167652554371662,"FALSE",2,0,0,0.0172838526512044
"34","Cystoisospora canis",0.00816326530612245,0.000172022832121354,2.56995195046503e-05,0.00511376241309424,0.00234724785658329,"FALSE",4,9.10336096126346,0,0.0331543417511013
"35","Cystoisospora felis",0.0326530612244898,0.00260368677993506,0.000115647837770926,0.00556497674366138,0.00320083610204309,"FALSE",16,303.720995806689,0,0.118572092130618
"36","Cystoisospora ohioensis",0.00408163265306122,0,0,0.00497275793479201,0.0017240223681957,"FALSE",2,0,0,0.0153118437108218
"37","Cytauxzoon felis",0.0122448979591837,0,0,0.00488815524781067,0.00264465672244189,"FALSE",6,4.2453279291077,0,0.0332135525148696
"38","Cytauxzoon manul",0.00408163265306122,0,0,0,NA,"FALSE",2,0,0,3.05579338756449e-17
"39","Dientamoeba fragilis",0.0244897959183673,0.00068473629434486,1.74389596638699e-05,0.0051889648015221,0.00298079417028237,"FALSE",12,75.301138369556,0,0.248173104698912
"40","Diplodinium anacanthum",0.00408163265306122,0,0,0.00569658092341013,0.00186092405258931,"FALSE",2,0,0,0.0124926003088604
"41","Diplodinium dentatum",0.00408163265306122,0,0,0.00569658092341013,0.00186092405258931,"FALSE",2,0,0,0.0124926003088604
"42","Diploplastron affine",0.00408163265306122,0,0,0.00569658092341013,0.00186092405258931,"FALSE",2,0,0,0.0124926003088604
"43","Eimeria auburnensis",0.00408163265306122,0,0,0.000112803582641785,NA,"FALSE",2,0,0,2.60947097441823e-17
"44","Eimeria bovis",0.00408163265306122,0,0,0.000112803582641785,NA,"FALSE",2,0,0,2.27564805399538e-17
"45","Eimeria crispus",0.00408163265306122,0,0,0.00485995435215022,0.00172248170802714,"FALSE",2,0,0,0.00861546089587265
"46","Eimeria felina",0.00816326530612245,0,0,0.00488815524781067,0.00232967657418641,"FALSE",4,0.617647058823529,0,0.0288013455299479
"47","Eimeria furonis",0.00408163265306122,0,0,0.00410793046787166,0.00170494439591538,"FALSE",2,0,0,0.00394719001862703
"48","Eimeria hreindyria",0.00408163265306122,0,0,0.00514196330875469,0.00178593612533166,"FALSE",2,0,0,0.0130455682579739
"49","Eimeria ictidea",0.00408163265306122,0,0,0.00410793046787166,0.00170494439591538,"FALSE",2,0,0,0.00394719001862703
"50","Eimeria kamoshika",0.00816326530612245,0,0,0.00485995435215022,0.00172248170802714,"FALSE",4,842,0,0.0086884245083323
"51","Eimeria macusaniensis",0.00408163265306122,0,0,0,NA,"FALSE",2,0,0,2.77853898408563e-17
"52","Eimeria madisonensis",0.00408163265306122,0,0,0.00509496181598728,0.00174487956585268,"FALSE",2,0,0,0.0168570463816956
"53","Eimeria mayeri",0.00408163265306122,0,0,0.00514196330875469,0.00178593612533166,"FALSE",2,0,0,0.0130455682579739
"54","Eimeria mccordocki",0.00408163265306122,0,0,0.00509496181598728,0.00174487956585268,"FALSE",2,0,0,0.0168570463816955
"55","Eimeria melis",0.00408163265306122,0,0,0.00494455703913156,0.0017323338233805,"FALSE",2,0,0,0.0132946385954543
"56","Eimeria mephitidis",0.00408163265306122,0,0,0.000112803582641785,NA,"FALSE",2,0,0,2.79694433419482e-17
"57","Eimeria nuttalli",0.00816326530612245,0,0,0.00512316271164772,0.00233904383234474,"FALSE",4,20.6135684385684,0,0.0280193297327387
"58","Eimeria odocoilei",0.00408163265306122,0,0,0.00509496181598728,0.00174487956585268,"FALSE",2,0,0,0.0168570463816956
"59","Eimeria pachylepyron",0.00408163265306122,0,0,0,NA,"FALSE",2,0,0,2.3747813190711e-17
"60","Eimeria rangiferis",0.00408163265306122,0,0,0.00514196330875469,0.00178593612533166,"FALSE",2,0,0,0.0130455682579739
"61","Eimeria serowi",0.00408163265306122,0,0,0.00485995435215022,0.00172248170802714,"FALSE",2,0,0,0.00861546089587265
"62","Eimeria vulpis",0.00408163265306122,0,0,0.00488815524781067,0.00171866679469442,"FALSE",2,0,0,0.0138218574923252
"63","Eimeria zuernii",0.00408163265306122,0,0,0.000112803582641785,NA,"FALSE",2,0,0,2.05958003194117e-17
"64","Elyplastron bubali",0.00408163265306122,0,0,0.00569658092341013,0.00186092405258931,"FALSE",2,0,0,0.0124926003088604
"65","Endolimax nana",0.0571428571428571,0.0194223788204799,0.00361333204590979,0.00670241286863271,0.00324891799593983,"FALSE",28,3523.67002242371,0,0.523735330695726
"66","Entamoeba chattoni",0.0163265306122449,0.00449373268376904,4.14047814241589e-05,0.00605379226844245,0.00276236504465271,"FALSE",8,401.006058174162,0,0.173089235161542
