gmpdprotname
Gongylonemoides saimirisi
Graphidiodes berlai
Gyropus ovalis
Gyrosoma singularis
Habronema malani
Habronema muscae
Habronema tomasi
Habronema zebrae
Haemaphysalis aciculifer
Haemaphysalis asiatica
Haemaphysalis bancrofti
Haemaphysalis concinna
Haemaphysalis erinacei
Haemaphysalis flava
Haemaphysalis hystricis
Haemaphysalis japonica
Haemaphysalis juxtakochi
Haemaphysalis kitaokai
Haemaphysalis leachi
Haemaphysalis lemuris
Haemaphysalis leporispalustris
Haemaphysalis longicornis
Haemaphysalis megaspinosa
Haemaphysalis moreli
Haemaphysalis parmata
Haemaphysalis punctata
Haemaphysalis semermis
Haemaphysalis silacea
Haemaphysalis spinulosa
Haemaphysalis yeni
Haemaphysalis zumpti
Haematomyzus porci
Haematopinus latus
Haematopinus phacochoeri
Haematopinus suis
Haemonchus bedfordi
Haemonchus contortus
Haemonchus horaki
Haemonchus krugeri
Haemonchus mitchelli
Haemonchus placei
Haemonchus vegliai
Hammondia heydorni
Hapaloxyuris tamarini
Hechtiella Lopesi
Hemigalichus chrotogale
Hepatocystis bovillezi
Hepatocystis cercopitheci
Hepatocystis foleyi
Hepatocystis kochi
Hepatocystis semnopitheci
Hepatocystis simiae
Hepatocystis taiwanensis
Hepatovirus Hepatovirus A
Hepatoxylon trichiuri
Hepatozoon americanum
Hepatozoon canis
Hepatozoon JM-1
Hepatozoon JM-2
Hepatozoon JM-3
Hepatozoon JM-4
Hepatozoon JM-5
Hepatozoon JM-6
Hepatozoon JM-7
Hepatozoon JM-8
Hepatozoon procyonis
Heterobilharzia americana
Histoplasma capsulatum
Human gammaherpesvirus 4
Hyalomma lusitanicum
Hyalomma marginatum
Hyalomma truncatum
Hydatigera taeniaeformis
Hymenolepis diminuta
Hymenolepis nana
Hyostrongylus kigeziensis
Hyostrongylus rubidus
Hypoaspis leviculus
Impalaia tuberculata
Influenzavirus A Influenza A virus
Influenzavirus B Influenza B virus
Iodamoeba butschlii
Isospora africana
Isospora altaica
Isospora arctopitheci
Isospora cebi
Isospora endocallimici
Isospora hoogstraali
Isospora lutrae
Isospora martessii
Isospora melis
Isospora papionis
Isospora saimirae
Isospora sengeri
Isospora spilogales
Isospora vulpis
Isospora zorillae
Isthmiophora hortensis
Isthmiophora melis
Ixodes acuminatus
Ixodes affinis
Ixodes aragaoi
Ixodes canisuga
Ixodes cavipalpus
Ixodes cookei
Ixodes granulatus
Ixodes gregsoni
Ixodes hexagonus
Ixodes holocyclus
Ixodes kingi
Ixodes loricatus
Ixodes nipponensis
Ixodes ovatus
Ixodes pacificus
Ixodes persulcatus
Ixodes pilosus
Ixodes rasus
Ixodes ricinus
Ixodes rubicundus
Ixodes scapularis
Ixodes schillingeri
Ixodes sculptus
Ixodes tanuki
Ixodes texanus
Ixodes ventalloi
Joyeuxiella echinorhynchoides
Joyeuxiella pasqualei
Kiluluma goodeyi
Kiluluma magna
Kiluluma rhinocerotis
Kingella kingae
Klebsiella pneumoniae
Kluyveromyces marxianus
Kocuria varians
Lagovirus Rabbit hemorrhagic disease virus
Lambdapapillomavirus Lambdapapillomavirus 2
Lawsonia intracellularis
Leipertrema foxi
Leipertrema rewelli
Leishmania braziliensis
Leishmania chagasi
Leishmania donovani
Leishmania infantum
Leishmania shawi
