Sample Name	Protocol REF	Assay Name	Raw Data File	Comment [Data Repository]	Comment [Data Record Accession]	Comment [Data Record URI]
Mus musculus	Species-Location Interactions	Mus musculus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Mus musculus domesticus	Species-Location Interactions	Mus musculus domesticus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Mustela putorius furo	Species-Location Interactions	Mustela putorius furo_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Numida meleagris	Species-Location Interactions	Numida meleagris_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Capra hircus	Species-Location Interactions	Capra hircus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Oryctolagus cuniculus	Species-Location Interactions	Oryctolagus cuniculus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Ovis aries	Species-Location Interactions	Ovis aries_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Pavo cristatus	Species-Location Interactions	Pavo cristatus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Bubalus bubalis	Species-Location Interactions	Bubalus bubalis_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Phasianus colchicus	Species-Location Interactions	Phasianus colchicus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Rangifer tarandus	Species-Location Interactions	Rangifer tarandus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Anser anser	Species-Location Interactions	Anser anser_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Anas platyrhynchos	Species-Location Interactions	Anas platyrhynchos_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Serinus canaria	Species-Location Interactions	Serinus canaria_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Struthio camelus	Species-Location Interactions	Struthio camelus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Rattus norvegicus	Species-Location Interactions	Rattus norvegicus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Rattus rattus	Species-Location Interactions	Rattus rattus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Sus scrofa	Species-Location Interactions	Sus scrofa_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Lagopus lagopus scotica	Species-Location Interactions	Lagopus lagopus scotica_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Rhombomys opimus	Species-Location Interactions	Rhombomys opimus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Gallus gallus	Species-Location Interactions	Gallus gallus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Chinchilla lanigera	Species-Location Interactions	Chinchilla lanigera_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Columba livia	Species-Location Interactions	Columba livia_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Dama dama	Species-Location Interactions	Dama dama_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Agapornis personata	Species-Location Interactions	Agapornis personata_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Agapornis roseicollis	Species-Location Interactions	Agapornis roseicollis_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Nymphicus hollandicus	Species-Location Interactions	Nymphicus hollandicus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Melopsittacus undulatus	Species-Location Interactions	Melopsittacus undulatus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Equus asinus africanus	Species-Location Interactions	Equus asinus africanus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Paramyxea	Species-Location Interactions	Paramyxea_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Kappaphycus alvarezii	Species-Location Interactions	Kappaphycus alvarezii_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Petalonia fascia	Species-Location Interactions	Petalonia fascia_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Grateloupia filicina	Species-Location Interactions	Grateloupia filicina_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Gelidium amansii	Species-Location Interactions	Gelidium amansii_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Emiliania huxleyi	Species-Location Interactions	Emiliania huxleyi_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Corallina officinalis	Species-Location Interactions	Corallina officinalis_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Palmaria palmata	Species-Location Interactions	Palmaria palmata_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Plocamium telfairiae	Species-Location Interactions	Plocamium telfairiae_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Gelidium pulchellum	Species-Location Interactions	Gelidium pulchellum_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Gracilaria corticata	Species-Location Interactions	Gracilaria corticata_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Grateloupia lanceolata	Species-Location Interactions	Grateloupia lanceolata_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Grateloupia turuturu	Species-Location Interactions	Grateloupia turuturu_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Hypnea musciformis	Species-Location Interactions	Hypnea musciformis_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Isochrysis galbana	Species-Location Interactions	Isochrysis galbana_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Laminaria digitata	Species-Location Interactions	Laminaria digitata_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Lomentaria catenata	Species-Location Interactions	Lomentaria catenata_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Fucus vesiculosus	Species-Location Interactions	Fucus vesiculosus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Saccharina latissima	Species-Location Interactions	Saccharina latissima_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Porphyra yezoensis	Species-Location Interactions	Porphyra yezoensis_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Padina pavonica	Species-Location Interactions	Padina pavonica_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Padina arborescens	Species-Location Interactions	Padina arborescens_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Mastocarpus stellatus	Species-Location Interactions	Mastocarpus stellatus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Chaetoceros compressus	Species-Location Interactions	Chaetoceros compressus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Chaetoceros muellerii	Species-Location Interactions	Chaetoceros muellerii_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Chondrus crispus	Species-Location Interactions	Chondrus crispus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Chondrus ocellatus	Species-Location Interactions	Chondrus ocellatus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Colpomenia sinuosa	Species-Location Interactions	Colpomenia sinuosa_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Devaleraea ramentacea	Species-Location Interactions	Devaleraea ramentacea_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Durvillaea antarctica	Species-Location Interactions	Durvillaea antarctica_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Ecklonia cava	Species-Location Interactions	Ecklonia cava_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Ectocarpus fasciculatus	Species-Location Interactions	Ectocarpus fasciculatus_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Enhalus acoroides	Species-Location Interactions	Enhalus acoroides_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Fucus spiralis	Species-Location Interactions	Fucus spiralis_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Sargassum fusiforme	Species-Location Interactions	Sargassum fusiforme_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Sargassum serratifolium	Species-Location Interactions	Sargassum serratifolium_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Scytosiphon lomentaria	Species-Location Interactions	Scytosiphon lomentaria_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
Undaria pinnatifida	Species-Location Interactions	Undaria pinnatifida_SLI	LocationInteractions_EID2.csv	figshare	doi:10.6084/m9.figshare.1381854	http://dx.doi.org/10.6084/m9.figshare.1381854
